ontology	GO_id	description
MF	GO:0047102	aminomuconate-semialdehyde dehydrogenase activity
MF	GO:0047104	hexadecanal dehydrogenase (acylating) activity
MF	GO:0047105	4-trimethylammoniobutyraldehyde dehydrogenase activity
MF	GO:0047106	4-hydroxyphenylacetaldehyde dehydrogenase activity
MF	GO:0047107	gamma-guanidinobutyraldehyde dehydrogenase activity
MF	GO:0047110	phenylglyoxylate dehydrogenase (acylating) activity
MF	GO:0047111	formate dehydrogenase (cytochrome-c-553) activity
MF	GO:0047112	pyruvate oxidase activity
MF	GO:0047113	aldehyde dehydrogenase (quinone) activity
MF	GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity
MF	GO:0047116	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase activity
MF	GO:0047117	enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity
MF	GO:0047120	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase activity
MF	GO:0047121	isoquinoline 1-oxidoreductase activity
MF	GO:0047124	L-erythro-3,5-diaminohexanoate dehydrogenase activity
MF	GO:0047125	delta1-piperideine-2-carboxylate reductase activity
MF	GO:0047126	N5-(carboxyethyl)ornithine synthase activity
MF	GO:0047127	thiomorpholine-carboxylate dehydrogenase activity
MF	GO:0047129	opine dehydrogenase activity
MF	GO:0047130	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity
MF	GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity
MF	GO:0047133	dimethylamine dehydrogenase activity
MF	GO:0047134	protein-disulfide reductase activity
MF	GO:0047138	aquacobalamin reductase activity
MF	GO:0047142	enzyme-thiol transhydrogenase (glutathione-disulfide) activity
MF	GO:0047143	chlorate reductase activity
MF	GO:0047148	methylamine-glutamate N-methyltransferase activity
MF	GO:0047150	betaine-homocysteine S-methyltransferase activity
MF	GO:0047151	methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity
MF	GO:0047152	methanol-5-hydroxybenzimidazolylcobamide Co-methyltransferase activity
MF	GO:0047154	methylmalonyl-CoA carboxytransferase activity
MF	GO:0047155	3-hydroxymethylcephem carbamoyltransferase activity
MF	GO:0047158	sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity
MF	GO:0047161	tartronate O-hydroxycinnamoyltransferase activity
MF	GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity
MF	GO:0047178	glycerophospholipid acyltransferase (CoA-dependent) activity
MF	GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity
MF	GO:0047189	2,3-diaminopropionate N-oxalyltransferase activity
MF	GO:0047192	1-alkylglycerophosphocholine O-acetyltransferase activity
MF	GO:0047194	indoleacetylglucose-inositol O-acyltransferase activity
MF	GO:0047196	long-chain-alcohol O-fatty-acyltransferase activity
MF	GO:0047200	tetrahydrodipicolinate N-acetyltransferase activity
MF	GO:0047205	quinate O-hydroxycinnamoyltransferase activity
MF	GO:0047206	UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity
MF	GO:0047207	1,2-beta-fructan 1F-fructosyltransferase activity
MF	GO:0047224	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
MF	GO:0047228	1,2-diacylglycerol 3-glucosyltransferase activity
MF	GO:0047234	raffinose-raffinose alpha-galactotransferase activity
MF	GO:0047238	glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity
MF	GO:0047241	lipopolysaccharide N-acetylmannosaminouronosyltransferase activity
MF	GO:0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity
MF	GO:0047257	diglucosyl diacylglycerol synthase activity
MF	GO:0047259	glucomannan 4-beta-mannosyltransferase activity
MF	GO:0047260	alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity
MF	GO:0047263	N-acylsphingosine galactosyltransferase activity
MF	GO:0047264	heteroglycan alpha-mannosyltransferase activity
MF	GO:0047265	poly(glycerol-phosphate) alpha-glucosyltransferase activity
MF	GO:0047266	poly(ribitol-phosphate) beta-glucosyltransferase activity
MF	GO:0047267	undecaprenyl-phosphate mannosyltransferase activity
MF	GO:0047269	poly(ribitol-phosphate) N-acetylglucosaminyltransferase activity
MF	GO:0047270	lipopolysaccharide glucosyltransferase II activity
MF	GO:0047272	phosphopolyprenol glucosyltransferase activity
MF	GO:0047274	galactinol-sucrose galactosyltransferase activity
MF	GO:0047276	N-acetyllactosaminide 3-alpha-galactosyltransferase activity
MF	GO:0047280	nicotinamide phosphoribosyltransferase activity
MF	GO:0047282	dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase activity
MF	GO:0047286	NAD+-diphthamide ADP-ribosyltransferase activity
MF	GO:0047293	4-hydroxybenzoate nonaprenyltransferase activity
MF	GO:0047294	phosphoglycerol geranylgeranyltransferase activity
MF	GO:0047295	geranylgeranylglycerol-phosphate geranylgeranyltransferase activity
MF	GO:0047296	homospermidine synthase activity
MF	GO:0047297	asparagine-oxo-acid transaminase activity
MF	GO:0047298	(S)-3-amino-2-methylpropionate transaminase activity
MF	GO:0047300	pyridoxamine-pyruvate transaminase activity
MF	GO:0047302	UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose transaminase activity
MF	GO:0047304	2-aminoethylphosphonate-pyruvate transaminase activity
MF	GO:0047305	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity
MF	GO:0047307	diaminobutyrate-pyruvate transaminase activity
MF	GO:0047309	dihydroxyphenylalanine transaminase activity
MF	GO:0047310	glutamine-scyllo-inositol transaminase activity
MF	GO:0047316	glutamine-phenylpyruvate transaminase activity
MF	GO:0047324	phosphoenolpyruvate-glycerone phosphotransferase activity
MF	GO:0047330	polyphosphate-glucose phosphotransferase activity
MF	GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
MF	GO:0047338	UTP:xylose-1-phosphate uridylyltransferase activity
MF	GO:0047343	glucose-1-phosphate cytidylyltransferase activity
MF	GO:0047347	aldose-1-phosphate nucleotidyltransferase activity
MF	GO:0047348	glycerol-3-phosphate cytidylyltransferase activity
MF	GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity
MF	GO:0047350	glucuronate-1-phosphate uridylyltransferase activity
MF	GO:0047355	CDP-glycerol glycerophosphotransferase activity
MF	GO:0047356	CDP-ribitol ribitolphosphotransferase activity
MF	GO:0047360	undecaprenyl-phosphate galactose phosphotransferase activity
MF	GO:0047362	thiosulfate-dithiol sulfurtransferase activity
MF	GO:0047369	succinate-hydroxymethylglutarate CoA-transferase activity
MF	GO:0047371	butyrate-acetoacetate CoA-transferase activity
MF	GO:0047372	acylglycerol lipase activity
MF	GO:0047373	acetoxybutynylbithiophene deacetylase activity
MF	GO:0047375	N-acetylgalactosaminoglycan deacetylase activity
MF	GO:0047379	ADP-dependent short-chain-acyl-CoA hydrolase activity
MF	GO:0047380	ADP-dependent medium-chain-acyl-CoA hydrolase activity
MF	GO:0047381	dodecanoyl-[acyl-carrier-protein] hydrolase activity
MF	GO:0047386	fructose-2,6-bisphosphate 6-phosphatase activity
MF	GO:0047388	[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
MF	GO:0047389	glycerophosphocholine phosphodiesterase activity
MF	GO:0047390	glycerophosphocholine cholinephosphodiesterase activity
MF	GO:0047391	alkylglycerophosphoethanolamine phosphodiesterase activity
MF	GO:0047394	glycerophosphoinositol inositolphosphodiesterase activity
MF	GO:0047395	glycerophosphoinositol glycerophosphodiesterase activity
MF	GO:0047396	glycosylphosphatidylinositol diacylglycerol-lyase activity
MF	GO:0047400	phosphonoacetate hydrolase activity
MF	GO:0047403	lacto-N-biosidase activity
MF	GO:0047405	pyrimidine-5'-nucleotide nucleosidase activity
MF	GO:0047407	ADP-ribosyl-[dinitrogen reductase] hydrolase activity
MF	GO:0047408	alkenylglycerophosphocholine hydrolase activity
MF	GO:0047409	alkenylglycerophosphoethanolamine hydrolase activity
MF	GO:0047411	2-(acetamidomethylene)succinate hydrolase activity
MF	GO:0047417	N-carbamoyl-D-amino acid hydrolase activity
MF	GO:0047418	phthalyl amidase activity
MF	GO:0047419	N-acetylgalactosamine-6-phosphate deacetylase activity
MF	GO:0047420	N-acyl-D-amino-acid deacylase activity
MF	GO:0047421	N-acyl-D-glutamate deacylase activity
MF	GO:0047422	N-acyl-D-aspartate deacylase activity
MF	GO:0047423	N-methylhydantoinase (ATP-hydrolyzing) activity
MF	GO:0047425	1-pyrroline-4-hydroxy-2-carboxylate deaminase activity
MF	GO:0047427	cyanoalanine nitrilase activity
MF	GO:0047428	arylacetonitrilase activity
MF	GO:0047429	nucleoside-triphosphate diphosphatase activity
MF	GO:0047431	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity
MF	GO:0047432	2,2-dialkylglycine decarboxylase (pyruvate) activity
MF	GO:0047433	branched-chain-2-oxoacid decarboxylase activity
MF	GO:0047434	indolepyruvate decarboxylase activity
MF	GO:0047435	5-guanidino-2-oxopentanoate decarboxylase activity
MF	GO:0047436	arylmalonate decarboxylase activity
MF	GO:0047437	4-oxalocrotonate decarboxylase activity
MF	GO:0047440	2-dehydro-3-deoxy-D-pentonate aldolase activity
MF	GO:0047441	5-dehydro-2-deoxyphosphogluconate aldolase activity
MF	GO:0047443	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
MF	GO:0047444	N-acylneuraminate-9-phosphate synthase activity
MF	GO:0047445	3-hydroxy-3-isohexenylglutaryl-CoA lyase activity
MF	GO:0047448	5-dehydro-4-deoxyglucarate dehydratase activity
MF	GO:0047449	2-dehydro-3-deoxy-L-arabinonate dehydratase activity
MF	GO:0047451	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
MF	GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
MF	GO:0047456	2-methylisocitrate dehydratase activity
MF	GO:0047457	exo-(1,4)-alpha-D-glucan lyase activity
MF	GO:0047458	beta-pyrazolylalanine synthase activity
MF	GO:0047459	3-aminobutyryl-CoA ammonia-lyase activity
MF	GO:0047462	phenylalanine racemase (ATP-hydrolyzing) activity
MF	GO:0047463	2-aminohexano-6-lactam racemase activity
MF	GO:0047464	heparosan-N-sulfate-glucuronate 5-epimerase activity
MF	GO:0047465	N-acylglucosamine-6-phosphate 2-epimerase activity
MF	GO:0047468	phosphoglucomutase (glucose-cofactor) activity
MF	GO:0047470	(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity
MF	GO:0047471	maltose alpha-D-glucosyltransferase activity
MF	GO:0047472	3-carboxy-cis,cis-muconate cycloisomerase activity
MF	GO:0047473	D-alanine [D-alanyl carrier protein] ligase activity
MF	GO:0047474	long-chain fatty acid luciferin component ligase activity
MF	GO:0047475	phenylacetate-CoA ligase activity
MF	GO:0047479	trypanothione synthase activity
MF	GO:0047480	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
MF	GO:0047482	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity
MF	GO:0047485	protein N-terminus binding
MF	GO:0047486	chondroitin ABC lyase activity
MF	GO:0047487	oligogalacturonide lyase activity
MF	GO:0047488	heparin lyase activity
MF	GO:0047489	pectate disaccharide-lyase activity
MF	GO:0047490	pectin lyase activity
MF	GO:0047491	poly(alpha-L-guluronate) lyase activity
MF	GO:0047492	xanthan lyase activity
MF	GO:0047495	membrane-oligosaccharide glycerophosphotransferase activity
MF	GO:0047500	(+)-borneol dehydrogenase activity
MF	GO:0047501	(+)-neomenthol dehydrogenase activity
MF	GO:0047507	(deoxy)nucleoside-phosphate kinase activity
MF	GO:0047508	(R)-2-methylmalate dehydratase activity
MF	GO:0047512	(S,S)-butanediol dehydrogenase activity
MF	GO:0047513	1,2-alpha-L-fucosidase activity
MF	GO:0047514	1,3-beta-D-glucan phosphorylase activity
MF	GO:0047515	1,3-beta-oligoglucan phosphorylase activity
MF	GO:0047516	1,3-propanediol dehydrogenase activity
MF	GO:0047519	quinate dehydrogenase (quinone) activity
MF	GO:0047522	15-oxoprostaglandin 13-oxidase activity
MF	GO:0047526	2'-hydroxyisoflavone reductase activity
MF	GO:0047527	2,3-dihydroxybenzoate-serine ligase activity
MF	GO:0047529	2,3-dimethylmalate lyase activity
MF	GO:0047530	2,4-diaminopentanoate dehydrogenase activity
MF	GO:0047533	2,5-dioxovalerate dehydrogenase (NADP+) activity
MF	GO:0047536	2-aminoadipate transaminase activity
MF	GO:0047540	2-enoate reductase activity
MF	GO:0047541	2-furoate-CoA ligase activity
MF	GO:0047542	2-furoyl-CoA dehydrogenase activity
MF	GO:0047545	2-hydroxyglutarate dehydrogenase activity
MF	GO:0047547	2-methylcitrate dehydratase activity
MF	GO:0047548	2-methyleneglutarate mutase activity
MF	GO:0047549	2-nitrophenol 2-monooxygenase activity
MF	GO:0047553	2-oxoglutarate synthase activity
MF	GO:0047554	2-pyrone-4,6-dicarboxylate lactonase activity
MF	GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity
MF	GO:0047556	3,4-dihydroxyphthalate decarboxylase activity
MF	GO:0047558	3-cyanoalanine hydratase activity
MF	GO:0047559	3-dehydro-L-gulonate 2-dehydrogenase activity
MF	GO:0047560	3-dehydrosphinganine reductase activity
MF	GO:0047562	3-hydroxyaspartate aldolase activity
MF	GO:0047569	3-oxoadipate CoA-transferase activity
MF	GO:0047570	3-oxoadipate enol-lactonase activity
MF	GO:0047571	3-oxosteroid 1-dehydrogenase activity
MF	GO:0047574	4-acetamidobutyryl-CoA deacetylase activity
MF	GO:0047575	4-carboxymuconolactone decarboxylase activity
MF	GO:0047576	4-chlorobenzoate dehalogenase activity
MF	GO:0047577	4-hydroxybutyrate dehydrogenase activity
MF	GO:0047578	4-hydroxyglutamate transaminase activity
MF	GO:0047580	4-hydroxyproline epimerase activity
MF	GO:0047584	4-oxalmesaconate hydratase activity
MF	GO:0047585	4-pyridoxolactonase activity
MF	GO:0047586	5'-acylphosphoadenosine hydrolase activity
MF	GO:0047588	5-aminopentanamidase activity
MF	GO:0047589	5-aminovalerate transaminase activity
MF	GO:0047590	5-dehydro-2-deoxygluconokinase activity
MF	GO:0047594	6-beta-hydroxyhyoscyamine epoxidase activity
MF	GO:0047595	6-hydroxynicotinate reductase activity
MF	GO:0047598	7-dehydrocholesterol reductase activity
MF	GO:0047599	8-oxocoformycin reductase activity
MF	GO:0047600	abequosyltransferase activity
MF	GO:0047602	acetoacetate decarboxylase activity
MF	GO:0047605	acetolactate decarboxylase activity
MF	GO:0047609	acetylputrescine deacetylase activity
MF	GO:0047610	acetylsalicylate deacetylase activity
MF	GO:0047611	acetylspermidine deacetylase activity
MF	GO:0047613	aconitate decarboxylase activity
MF	GO:0047614	aconitate delta-isomerase activity
MF	GO:0047616	acyl-CoA dehydrogenase (NADP+) activity
MF	GO:0047617	acyl-CoA hydrolase activity
MF	GO:0047619	acylcarnitine hydrolase activity
MF	GO:0047620	acylglycerol kinase activity
MF	GO:0047621	acylpyruvate hydrolase activity
MF	GO:0047622	adenosine nucleosidase activity
MF	GO:0047623	adenosine-phosphate deaminase activity
MF	GO:0047624	adenosine-tetraphosphatase activity
MF	GO:0047627	adenylylsulfatase activity
MF	GO:0047631	ADP-ribose diphosphatase activity
MF	GO:0047632	agmatine deiminase activity
MF	GO:0047635	alanine-oxo-acid transaminase activity
MF	GO:0047637	alanylphosphatidylglycerol synthase activity
MF	GO:0047638	albendazole monooxygenase activity
MF	GO:0047639	alcohol oxidase activity
MF	GO:0047640	aldose 1-dehydrogenase activity
MF	GO:0047643	alginate synthase activity
MF	GO:0047645	alkan-1-ol dehydrogenase (acceptor) activity
MF	GO:0047646	alkanal monooxygenase (FMN-linked) activity
MF	GO:0047651	alkylhalidase activity
MF	GO:0047652	allantoate deiminase activity
MF	GO:0047653	allantoin racemase activity
MF	GO:0047655	allyl-alcohol dehydrogenase activity
MF	GO:0047656	alpha,alpha-trehalose phosphorylase activity
MF	GO:0047658	alpha-amino-acid esterase activity
MF	GO:0047661	amino-acid racemase activity
MF	GO:0047662	aminobenzoate decarboxylase activity
MF	GO:0047663	aminoglycoside 6'-N-acetyltransferase activity
MF	GO:0047668	amygdalin beta-glucosidase activity
MF	GO:0047669	amylosucrase activity
MF	GO:0047670	anhydrotetracycline monooxygenase activity
MF	GO:0047675	arabinonate dehydratase activity
MF	GO:0047677	arachidonate 8(R)-lipoxygenase activity
MF	GO:0047679	arginine racemase activity
MF	GO:0047680	aryl-acylamidase activity
MF	GO:0047681	aryl-alcohol dehydrogenase (NADP+) activity
MF	GO:0047682	aryl-alcohol oxidase activity
MF	GO:0047683	aryl-aldehyde dehydrogenase (NADP+) activity
MF	GO:0047685	amine sulfotransferase activity
MF	GO:0047686	arylsulfate sulfotransferase activity
MF	GO:0047688	aspartate 4-decarboxylase activity
MF	GO:0047689	aspartate racemase activity
MF	GO:0047693	ATP diphosphatase activity
MF	GO:0047694	barbiturase activity
MF	GO:0047695	benzoin aldolase activity
MF	GO:0047696	beta-adrenergic receptor kinase activity
MF	GO:0047698	beta-alanyl-CoA ammonia-lyase activity
MF	GO:0047699	beta-diketone hydrolase activity
MF	GO:0047700	beta-glucoside kinase activity
MF	GO:0047701	beta-L-arabinosidase activity
MF	GO:0047702	beta-lysine 5,6-aminomutase activity
MF	GO:0047705	bilirubin oxidase activity
MF	GO:0047707	biotin-CoA ligase activity
MF	GO:0047708	biotinidase activity
MF	GO:0047710	bis(5'-adenosyl)-triphosphatase activity
MF	GO:0047711	blasticidin-S deaminase activity
MF	GO:0047713	galactitol 2-dehydrogenase activity
MF	GO:0047716	imidazole N-acetyltransferase activity
MF	GO:0047719	indole 2,3-dioxygenase activity
MF	GO:0047721	indoleacetate-lysine synthetase activity
MF	GO:0047722	indolelactate dehydrogenase activity
MF	GO:0047724	inosine nucleosidase activity
MF	GO:0047725	inulosucrase activity
MF	GO:0047727	isobutyryl-CoA mutase activity
MF	GO:0047728	carnitine 3-dehydrogenase activity
MF	GO:0047730	carnosine synthase activity
MF	GO:0047732	CDP-abequose epimerase activity
MF	GO:0047733	CDP-glucose 4,6-dehydratase activity
MF	GO:0047734	CDP-glycerol diphosphatase activity
MF	GO:0047735	cellobiose dehydrogenase (acceptor) activity
MF	GO:0047736	cellobiose epimerase activity
MF	GO:0047738	cellobiose phosphorylase activity
MF	GO:0047739	cephalosporin-C deacetylase activity
MF	GO:0047745	chlorogenate hydrolase activity
MF	GO:0047746	chlorophyllase activity
MF	GO:0047747	cholate-CoA ligase activity
MF	GO:0047749	cholestanetriol 26-monooxygenase activity
MF	GO:0047750	cholestenol delta-isomerase activity
MF	GO:0047751	cholestenone 5-alpha-reductase activity
MF	GO:0047753	choline-sulfatase activity
MF	GO:0047756	chondroitin 4-sulfotransferase activity
MF	GO:0047757	chondroitin-glucuronate 5-epimerase activity
MF	GO:0047760	butyrate-CoA ligase activity
MF	GO:0047761	butyrate kinase activity
MF	GO:0047768	carboxy-cis,cis-muconate cyclase activity
MF	GO:0047769	arogenate dehydratase activity
MF	GO:0047770	carboxylate reductase activity
MF	GO:0047771	carboxymethylhydantoinase activity
MF	GO:0047775	citramalate CoA-transferase activity
MF	GO:0047777	(3S)-citramalyl-CoA lyase activity
MF	GO:0047779	citrate-CoA ligase activity
MF	GO:0047780	citrate dehydratase activity
MF	GO:0047787	delta4-3-oxosteroid 5beta-reductase activity
MF	GO:0047789	creatininase activity
MF	GO:0047790	creatinine deaminase activity
MF	GO:0047793	cycloeucalenol cycloisomerase activity
MF	GO:0047794	cyclohexadienyl dehydrogenase activity
MF	GO:0047798	cyclomaltodextrinase activity
MF	GO:0047799	cyclopentanone monooxygenase activity
MF	GO:0047801	L-cysteine:2-oxoglutarate aminotransferase activity
MF	GO:0047804	cysteine-S-conjugate beta-lyase activity
MF	GO:0047805	cytidylate cyclase activity
MF	GO:0047806	cytochrome-c3 hydrogenase activity
MF	GO:0047808	D(-)-tartrate dehydratase activity
MF	GO:0047809	D-2-hydroxy-acid dehydrogenase activity
MF	GO:0047810	D-alanine:2-oxoglutarate aminotransferase activity
MF	GO:0047812	D-amino-acid N-acetyltransferase activity
MF	GO:0047813	D-arabinitol 4-dehydrogenase activity
MF	GO:0047815	D-arabinonolactonase activity
MF	GO:0047816	D-arabinose 1-dehydrogenase (NAD) activity
MF	GO:0047817	D-arginase activity
MF	GO:0047823	D-glutamyltransferase activity
MF	GO:0047824	D-iditol 2-dehydrogenase activity
MF	GO:0047826	D-lysine 5,6-aminomutase activity
MF	GO:0047827	D-lysopine dehydrogenase activity
MF	GO:0047828	D-lyxose ketol-isomerase activity
MF	GO:0047829	D-nopaline dehydrogenase activity
MF	GO:0047830	D-octopine dehydrogenase activity
MF	GO:0047831	D-ornithine 4,5-aminomutase activity
MF	GO:0047833	D-sorbitol dehydrogenase (acceptor) activity
MF	GO:0047834	D-threo-aldose 1-dehydrogenase activity
MF	GO:0047837	D-xylose 1-dehydrogenase (NADP+) activity
MF	GO:0047838	D-xylose 1-dehydrogenase (NAD) activity
MF	GO:0047840	dCTP diphosphatase activity
MF	GO:0047841	dehydrogluconokinase activity
MF	GO:0047843	dehydrogluconate dehydrogenase activity
MF	GO:0047844	deoxycytidine deaminase activity
MF	GO:0047849	dextransucrase activity
MF	GO:0047850	diaminopimelate dehydrogenase activity
MF	GO:0047851	dicarboxylate-CoA ligase activity
MF	GO:0047853	difructose-anhydride synthase activity
MF	GO:0047856	dihydrocoumarin hydrolase activity
MF	GO:0047862	diisopropyl-fluorophosphatase activity
MF	GO:0047865	dimethylglycine dehydrogenase activity
MF	GO:0047866	dimethylglycine oxidase activity
MF	GO:0047868	dimethylmaleate hydratase activity
MF	GO:0047869	dimethylpropiothetin dethiomethylase activity
MF	GO:0047876	endoglycosylceramidase activity
MF	GO:0047878	erythritol kinase activity
MF	GO:0047879	erythronolide synthase activity
MF	GO:0047880	erythrulose reductase activity
MF	GO:0047883	ethanolamine oxidase activity
MF	GO:0047884	FAD diphosphatase activity
MF	GO:0047886	farnesol dehydrogenase activity
MF	GO:0047889	ferredoxin-nitrate reductase activity
MF	GO:0047890	flavanone 4-reductase activity
MF	GO:0047895	formaldehyde dismutase activity
MF	GO:0047896	formaldehyde transketolase activity
MF	GO:0047898	formate dehydrogenase (cytochrome) activity
MF	GO:0047899	formate dehydrogenase (NADP+) activity
MF	GO:0047900	formate kinase activity
MF	GO:0047904	fructose 5-dehydrogenase activity
MF	GO:0047905	fructose-6-phosphate phosphoketolase activity
MF	GO:0047910	galactose 1-dehydrogenase (NADP+) activity
MF	GO:0047911	galacturan 1,4-alpha-galacturonidase activity
MF	GO:0047912	galacturonokinase activity
MF	GO:0047916	GDP-6-deoxy-D-talose 4-dehydrogenase activity
MF	GO:0047917	GDP-glucosidase activity
MF	GO:0047918	GDP-mannose 3,5-epimerase activity
MF	GO:0047919	GDP-mannose 6-dehydrogenase activity
MF	GO:0047921	aminoglycoside 2'-N-acetyltransferase activity
MF	GO:0047922	gentisate 1,2-dioxygenase activity
MF	GO:0047925	geranoyl-CoA carboxylase activity
MF	GO:0047927	gibberellin-44 dioxygenase activity
MF	GO:0047929	gluconate dehydratase activity
MF	GO:0047930	glucosaminate ammonia-lyase activity
MF	GO:0047931	glucosamine kinase activity
MF	GO:0047932	glucosamine N-acetyltransferase activity
MF	GO:0047933	glucose-1,6-bisphosphate synthase activity
MF	GO:0047935	glucose 1-dehydrogenase (NADP+) activity
MF	GO:0047936	glucose 1-dehydrogenase [NAD(P)] activity
MF	GO:0047937	glucose-1-phosphate phosphodismutase activity
MF	GO:0047938	glucose-6-phosphate 1-epimerase activity
MF	GO:0047939	L-glucuronate reductase activity
MF	GO:0047940	glucuronokinase activity
MF	GO:0047941	glucuronolactone reductase activity
MF	GO:0047942	glutamate-ethylamine ligase activity
MF	GO:0047943	glutamate-methylamine ligase activity
MF	GO:0047945	L-glutamine:pyruvate aminotransferase activity
MF	GO:0047948	glutarate-CoA ligase activity
MF	GO:0047949	glutarate-semialdehyde dehydrogenase (NAD+) activity
MF	GO:0047951	glutathione thiolesterase activity
MF	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
MF	GO:0047953	glycerol 2-dehydrogenase (NADP+) activity
MF	GO:0047954	glycerol-2-phosphatase activity
MF	GO:0047955	glycerol dehydrogenase (acceptor) activity
MF	GO:0047958	glycine:2-oxoglutarate aminotransferase activity
MF	GO:0047961	glycine N-acyltransferase activity
MF	GO:0047963	glycine N-choloyltransferase activity
MF	GO:0047964	glyoxylate reductase activity
MF	GO:0047968	glyoxylate dehydrogenase (acylating) activity
MF	GO:0047969	glyoxylate oxidase activity
MF	GO:0047971	guanidinobutyrase activity
MF	GO:0047972	guanidinopropionase activity
MF	GO:0047974	guanosine deaminase activity
MF	GO:0047975	guanosine phosphorylase activity
MF	GO:0047979	hexose oxidase activity
MF	GO:0047980	hippurate hydrolase activity
MF	GO:0047982	homocysteine desulfhydrase activity
MF	GO:0047985	hydrogen dehydrogenase activity
MF	GO:0047987	hydroperoxide dehydratase activity
MF	GO:0047988	hydroxyacid-oxoacid transhydrogenase activity
MF	GO:0047989	hydroxybutyrate-dimer hydrolase activity
MF	GO:0047991	hydroxylamine oxidase activity
MF	GO:0047992	hydroxylysine kinase activity
MF	GO:0047994	hydroxymethylglutaryl-CoA hydrolase activity
MF	GO:0047995	hydroxyphenylpyruvate reductase activity
MF	GO:0047999	hyponitrite reductase activity
MF	GO:0048001	erythrose-4-phosphate dehydrogenase activity
MF	GO:0048018	receptor ligand activity
MF	GO:0048027	mRNA 5'-UTR binding
MF	GO:0048028	galacturonan binding
MF	GO:0048029	monosaccharide binding
MF	GO:0048030	disaccharide binding
MF	GO:0048031	trisaccharide binding
MF	GO:0048037	cofactor binding
MF	GO:0048038	quinone binding
MF	GO:0048039	ubiquinone binding
MF	GO:0048040	UDP-glucuronate decarboxylase activity
MF	GO:0048185	activin binding
MF	GO:0048244	phytanoyl-CoA dioxygenase activity
MF	GO:0048256	flap endonuclease activity
MF	GO:0048270	methionine adenosyltransferase regulator activity
MF	GO:0048307	ferredoxin-nitrite reductase activity
MF	GO:0048365	Rac GTPase binding
MF	GO:0048472	threonine-phosphate decarboxylase activity
MF	GO:0048474	D-methionine transmembrane transporter activity
MF	GO:0048487	beta-tubulin binding
MF	GO:0048502	ATPase-coupled thiamine transmembrane transporter activity
MF	GO:0048502	thiamine-transporting ATPase activity
MF	GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
MF	GO:0048531	beta-1,3-galactosyltransferase activity
MF	GO:0050001	D-glutaminase activity
MF	GO:0050002	D-proline reductase (dithiol) activity
MF	GO:0050005	isohexenylglutaconyl-CoA hydratase activity
MF	GO:0050006	isomaltulose synthase activity
MF	GO:0050009	isopropanol dehydrogenase (NADP+) activity
MF	GO:0050011	itaconyl-CoA hydratase activity
MF	GO:0050014	ketotetrose-phosphate aldolase activity
MF	GO:0050016	kynurenine 7,8-hydroxylase activity
MF	GO:0050017	L-3-cyanoalanine synthase activity
MF	GO:0050019	L-arabinitol 4-dehydrogenase activity
MF	GO:0050020	L-arabinonate dehydratase activity
MF	GO:0050021	L-arabinonolactonase activity
MF	GO:0050022	L-arabinose 1-dehydrogenase (NAD+) activity
MF	GO:0050023	L-fuconate dehydratase activity
MF	GO:0050025	L-glutamate oxidase activity
MF	GO:0050030	L-pipecolate dehydrogenase activity
MF	GO:0050031	L-pipecolate oxidase activity
MF	GO:0050032	L-rhamnonate dehydratase activity
MF	GO:0050033	L-rhamnono-1,4-lactonase activity
